tag,model,mode,freq,size_mb,storage,network,num_iterations,wall_time_cycles,gpu_time_cycles,comm_time_cycles,overlap_cycles,baseline_wall_time_cycles,overhead_pct,astra_returncode,sim_seconds,trace_key,workload
main,bert,checkfreq_like,40,500,nvme_std,network_8_balanced,200,18686335805,218608605,18467727200,0,18467880800,1.18289,0,16.03,bert_checkfreq_like_n40_sz500MB_nvme_std_200iter_0bb98a7503,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,500,nvme_std,network_8_balanced,200,19560150800,1092423600,18467727200,0,18467880800,5.91443,0,18.12,bert_sync_n40_sz500MB_nvme_std_200iter_669490d4a2,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,1000,nvme_std,network_8_balanced,200,18904785805,437058605,18467727200,0,18467880800,2.36576,0,17.9,bert_checkfreq_like_n40_sz1000MB_nvme_std_200iter_75169ed24f,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,1000,nvme_std,network_8_balanced,200,20652410800,2184683600,18467727200,0,18467880800,11.82881,0,17.9,bert_sync_n40_sz1000MB_nvme_std_200iter_e095892f94,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,1500,nvme_std,network_8_balanced,200,19123240805,655513605,18467727200,0,18467880800,3.54865,0,19.04,bert_checkfreq_like_n40_sz1500MB_nvme_std_200iter_1880010d4a,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,1500,nvme_std,network_8_balanced,200,21744680800,3276953600,18467727200,0,18467880800,17.74324,0,18.3,bert_sync_n40_sz1500MB_nvme_std_200iter_b48ccf3c0c,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,2000,nvme_std,network_8_balanced,200,19341695805,873968605,18467727200,0,18467880800,4.73154,0,15.74,bert_checkfreq_like_n40_sz2000MB_nvme_std_200iter_cbe8fbb4c0,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,2000,nvme_std,network_8_balanced,200,22836950800,4369223600,18467727200,0,18467880800,23.65767,0,16.7,bert_sync_n40_sz2000MB_nvme_std_200iter_5847d0dbb4,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,2500,nvme_std,network_8_balanced,200,19560145805,1092418605,18467727200,0,18467880800,5.9144,0,16.39,bert_checkfreq_like_n40_sz2500MB_nvme_std_200iter_5345f33a05,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,2500,nvme_std,network_8_balanced,200,23929210800,5461483600,18467727200,0,18467880800,29.57204,0,17.68,bert_sync_n40_sz2500MB_nvme_std_200iter_58a04ebbe0,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,3000,nvme_std,network_8_balanced,200,19778600805,1310873605,18467727200,0,18467880800,7.0973,0,16.14,bert_checkfreq_like_n40_sz3000MB_nvme_std_200iter_e86eab326a,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,3000,nvme_std,network_8_balanced,200,25021480800,6553753600,18467727200,0,18467880800,35.48648,0,15.41,bert_sync_n40_sz3000MB_nvme_std_200iter_450fbf5b44,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,3500,nvme_std,network_8_balanced,200,19997055805,1529328605,18467727200,0,18467880800,8.28019,0,17.37,bert_checkfreq_like_n40_sz3500MB_nvme_std_200iter_d727f95838,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,3500,nvme_std,network_8_balanced,200,26113750800,7646023600,18467727200,0,18467880800,41.40091,0,15.64,bert_sync_n40_sz3500MB_nvme_std_200iter_731886ebb5,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,checkfreq_like,40,4000,nvme_std,network_8_balanced,200,20215505805,1747778605,18467727200,0,18467880800,9.46305,0,16.53,bert_checkfreq_like_n40_sz4000MB_nvme_std_200iter_28cf1fac9a,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
main,bert,sync,40,4000,nvme_std,network_8_balanced,200,27206010800,8738283600,18467727200,0,18467880800,47.31528,0,16.52,bert_sync_n40_sz4000MB_nvme_std_200iter_2dbd01e26c,transformer_8dp_1pp_1tp_64B_512S_30522V_1024d_2b_100scale_200iter
